file,smell,sentence
2010 - blit draft.txt,Ambiguity,(Example) Created on 7/15/2009 Page 8 of 12 Last modified on 6/17/2010 [Company logo] Functional Requirements Information Technology Specification BLIT102 2.4 Performance 2.4.1 Quality Assurance 2.4.1.1 The Project Team must perform applicable and appropriate testing against new functionality prior to releasing that functionality/build to the production environment.
2010 - blit draft.txt,Ambiguity,2.4.1.2 The project Team must allow a reasonable time to conduct User Acceptance Testing (UAT) against the built functionalities prior to deploying the product to the production environment.
2010 - blit draft.txt,Ambiguity,2.6.1.2 The Development Team shall utilize established open source frameworks instead of proprietary custom components wherever appropriate.
2010 - fishing.txt,Ambiguity,1966/2006 introduces a requirement for EC fishing vessels exceeding 15 metres in overall length (some 780 UK fishing vessels fall into this category) to use electronic logbooks rather than record and submit fishing activity on paper logbooks as is currently required.
2010 - fishing.txt,Ambiguity,This will be done in two stages with the initial stage applying only to fishing vessels exceeding 24 metres in overall length by 1 January 2010 (some 280 UK vessels) and the second stage for those vessels exceeding 15 metres in overall length (a further 500 UK vessels) by 1 July 2011 (applies from 1 January 2011 if fishing within waters of a 3rd Country – Council Regulation (EC) No.
2010 - fishing.txt,Ambiguity,All electronic reports from UK fishing vessels are required to be transmitted to the Electronic Recording and Reporting System (ERS) of the UK fisheries administrations as appropriate in order to comply with the applicable fishing regulations.
2010 - fishing.txt,Ambiguity,"The ELSS must match each acknowledgement message with the appropriate transmitted data operation, deletion or correction report."
2010 - fishing.txt,Ambiguity,2.6 Specific High Level Requirements Some high level requirements are required of the ELSS.
2010 - fishing.txt,Incompleteness,"Window XP SP3, Windows Vista SP2, Linux Redhat etc> Hardware Identifier Special configuration Other information 3.2 Identification of Supplier Question Response Organization / Company Name* <e.g."
2010 - fishing.txt,Incompleteness,"The second voyage of the calendar year will then use '0002' for the final four digits, the third voyage will use '0003' and so on."
2010 - fishing.txt,Incompleteness,"The first message of a given voyage should use the value '0001', the second message of the same voyage should use the value '0002' and so on."
2010 - fishing.txt,Incompleteness,"(eg: Keep net = ""KNE"", Cage = ""CGE"" etc.)"
2010 - fishing.txt,Incompleteness,"'live', 'frozen', 'salted', etc.)"
2010 - fishing.txt,Incompleteness,"cartoons, boxes, C bags, containers, blocks etc.)"
2010 - fishing.txt,Incompleteness,"Item Ref Feature XML Code Description and content Status Support Notes No Syntax Y|N|N/A - - UK Vessels XML Schema { ers-1.0- XSD - Definition of the general structure of all the C UK.xsd } electronic messages that can be exchanged between Member States - - UK ERS Codes Schema { ers-codes- XSD - Definition of predefined codes that can be used C 1.0.xsd } for reporting (country codes, currency codes, fish size categories, fish presentation, FAO gear codes, etc...) Copyright © 2009,2010 UK Fisheries Administrations All Rights Reserved PROTECT – COMMERCIAL [when completed] UK Fishing Vessel’s Electronic Logbook Functional Requirement Specification [including Product Profile & Self Declaration Form] Version 1.2 Page 42 of 49 4.4.6 ELSS Capture Functions This section provides the product supplier to provide details of the features of the ELSS product to capture data and print hard copies of reporting required by UK Fisheries."
2010 - fishing.txt,Incompleteness,"interfacing with a GPS feature for inserting the location, date, time etc)."
2010 - gparted.txt,Vagueness,"https://sourceforge.net/projects/gparted/files/gparted‐live‐testing/ GParted uses GNU Parted as a backend, and aims at keeping the GUI as simple as possible, so it does not become a hindrance to the overall casual user experience."
2010 - gparted.txt,Ambiguity,"Next, some screenshots of the main user interface follow."
2010 - gparted.txt,Incompleteness,"It is one of the best among the many of its kind, supporting more file systems and providing more functions than the rest (Clonezilla, Parted Magic, Parted (backend to GParted), Partition Image, Partition Magic for Windows etc.)."
